TIPO DE ACIDENTE,DATA,HORA,REGIÃO,COORDENADA GEOGRÁFICA,SITUAÇÃO CLIMÁTICA/LUMINOSIDADE,CONDIÇÕES DA SUPERFÍCIE DE ROLAMENTO,POSSUI SINALIZAÇÃO HORIZONTAL,POSSUI SINALIZAÇÃO VERTICAL,PRÓXIMO A EQUIPO ELETRÔNICO,HOUVE OUTROS VEÍCULOS ENVOLVIDOS,QUANTOS VEÍCULOS,HAVIA OUTROS OCUPANTES NO VEÍCULO,QUANTOS OCUPANTES,ENVOLVIDOS,FERIDOS,ÓBITOS,FOI REALIZADO O TESTE DE BAFÔMETRO,QUAL O RESULTADO,POSSUI HABILITAÇÃO,VEÍCULO TIPO,HOUVE DANOS AO PATRIMÔNIO PÚBLICO?,HOUVE DANOS AO MEIO AMBIENTE?
Colisão,2021-06-06,15:15,Sul,"-25.460362, -49.308187",Seco / Dia,Molhada,Não,Sim,Sim,Sim,3,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2006-06-15,19:45,Centro,"-25.419182, -49.274488",Seco / Noite,Escorregadia,Sim,Não,Sim,Não,1,Sim,4,2,1,0,Sim,Positivo,Não,Carro,Sim,Não
Colisão,2017-06-18,19:45,Leste,"-25.419135, -49.205068",Seco / Noite,Seca,Não,Sim,Não,Não,1,Sim,3,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2012-04-26,03:00,Norte,"-25.406966, -49.240584",Seco / Noite,Seca,Sim,Não,Sim,Sim,3,Sim,4,5,4,0,Não,Não realizado,Não,Moto,Não,Sim
Queda de moto,2018-10-13,13:00,Centro,"-25.430239, -49.260844",Seco / Dia,Seca,Sim,Sim,Não,Sim,4,Não,1,4,4,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2016-10-27,03:45,Norte,"-25.404087, -49.254636",Neblina / Noite,Seca,Não,Sim,Sim,Não,1,Sim,4,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Queda de moto,2021-11-29,14:00,Leste,"-25.426602, -49.225590",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2019-03-24,02:45,Norte,"-25.400210, -49.254763",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Sim,4,1,1,0,Sim,Positivo,Sim,Ônibus,Não,Não
Colisão,2005-07-26,06:15,Sul,"-25.441254, -49.284920",Seco / Dia,Seca,Não,Sim,Não,Não,1,Sim,5,1,1,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Colisão,2019-05-05,01:00,Sul,"-25.440969, -49.301285",Chuva / Noite,Escorregadia,Sim,Não,Não,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2019-09-10,04:30,Leste,"-25.439461, -49.211900",Chuva / Noite,Molhada,Sim,Não,Não,Não,1,Não,1,5,0,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Capotamento,2023-03-06,16:45,Oeste,"-25.412487, -49.310138",Chuva / Dia,Molhada,Sim,Sim,Não,Sim,3,Não,1,1,1,0,Sim,Negativo,Sim,Ônibus,Não,Não
Queda de moto,2010-05-27,22:00,Leste,"-25.422625, -49.211706",Seco / Noite,Molhada,Não,Sim,Não,Sim,2,Não,1,1,1,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Colisão,2023-03-03,19:30,Leste,"-25.434582, -49.235545",Seco / Noite,Molhada,Sim,Sim,Não,Sim,2,Não,1,3,0,0,Não,Não realizado,Não,Bicicleta,Não,Não
Colisão,2013-02-24,14:00,Oeste,"-25.428805, -49.308205",Chuva / Dia,Seca,Sim,Sim,Não,Sim,4,Sim,5,3,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2016-07-18,07:15,Sul,"-25.453358, -49.280859",Seco / Dia,Seca,Sim,Sim,Não,Sim,2,Não,1,3,2,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2022-06-06,13:15,Leste,"-25.436499, -49.223588",Neblina / Dia,Molhada,Não,Não,Não,Sim,4,Sim,3,3,1,0,Sim,Negativo,Sim,Carro,Sim,Não
Colisão,2023-09-25,16:15,Leste,"-25.414285, -49.249107",Seco / Dia,Escorregadia,Sim,Sim,Não,Sim,4,Sim,2,2,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2020-09-16,11:00,Norte,"-25.403897, -49.259864",Chuva / Dia,Seca,Não,Não,Sim,Sim,3,Sim,5,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2006-08-20,22:30,Norte,"-25.408061, -49.273627",Seco / Noite,Escorregadia,Não,Não,Sim,Não,1,Sim,2,3,2,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2013-03-28,11:45,Centro,"-25.413102, -49.282111",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Não,1,3,2,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Queda de moto,2021-08-03,09:30,Sul,"-25.463368, -49.309107",Chuva / Dia,Molhada,Não,Não,Sim,Não,1,Sim,5,1,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Queda de moto,2014-02-08,05:15,Norte,"-25.404363, -49.249896",Chuva / Noite,Escorregadia,Sim,Sim,Sim,Sim,4,Sim,2,1,1,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Queda de moto,2009-02-21,11:00,Norte,"-25.393960, -49.280257",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2009-12-26,00:30,Norte,"-25.380298, -49.260669",Chuva / Noite,Seca,Não,Sim,Não,Não,1,Sim,3,2,1,0,Sim,Positivo,Não,Bicicleta,Sim,Não
Queda de moto,2025-08-10,07:30,Norte,"-25.384693, -49.250956",Chuva / Dia,Seca,Sim,Não,Sim,Sim,3,Sim,3,3,0,0,Não,Não realizado,Não,Caminhão,Não,Não
Colisão,2019-05-02,09:15,Oeste,"-25.429003, -49.326767",Seco / Dia,Seca,Sim,Não,Sim,Não,1,Sim,5,1,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2016-12-04,05:45,Oeste,"-25.426827, -49.300936",Seco / Noite,Molhada,Não,Sim,Sim,Sim,4,Não,1,2,2,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2021-11-20,15:00,Norte,"-25.397504, -49.286957",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2007-12-21,02:45,Sul,"-25.442957, -49.296817",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Sim,4,1,1,0,Sim,Negativo,Não,Carro,Não,Não
Queda de moto,2005-07-04,13:30,Oeste,"-25.435864, -49.308330",Neblina / Dia,Seca,Sim,Sim,Não,Sim,2,Sim,3,2,2,2,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2011-07-11,16:45,Leste,"-25.419023, -49.208798",Seco / Dia,Escorregadia,Sim,Sim,Não,Não,1,Sim,2,5,4,0,Não,Não realizado,Sim,Carro,Não,Não
Capotamento,2013-09-16,01:45,Leste,"-25.414988, -49.234338",Chuva / Noite,Seca,Não,Não,Não,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Moto,Sim,Sim
Queda de moto,2010-10-18,04:45,Sul,"-25.475737, -49.316811",Seco / Noite,Seca,Sim,Não,Não,Sim,3,Sim,4,2,1,1,Sim,Positivo,Sim,Caminhão,Sim,Não
Atropelamento,2005-02-08,02:00,Norte,"-25.397355, -49.277774",Seco / Noite,Escorregadia,Não,Não,Não,Não,1,Não,1,5,0,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2014-01-02,00:45,Leste,"-25.424135, -49.213501",Seco / Noite,Molhada,Não,Não,Não,Não,1,Sim,4,4,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2006-01-02,17:15,Norte,"-25.398478, -49.284260",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,4,Não,1,4,4,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2012-11-10,02:00,Norte,"-25.389473, -49.266025",Seco / Noite,Escorregadia,Não,Sim,Não,Não,1,Sim,4,1,1,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2018-11-25,03:30,Norte,"-25.389714, -49.244959",Neblina / Noite,Seca,Não,Não,Sim,Sim,4,Não,1,4,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Queda de moto,2020-11-28,23:30,Sul,"-25.473728, -49.316684",Seco / Noite,Seca,Não,Não,Não,Não,1,Sim,2,1,0,0,Não,Não realizado,Não,Bicicleta,Não,Não
Colisão,2023-09-08,08:30,Norte,"-25.403622, -49.259254",Chuva / Dia,Escorregadia,Não,Não,Sim,Não,1,Sim,3,4,3,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Atropelamento,2024-03-23,23:00,Sul,"-25.449559, -49.308982",Seco / Noite,Escorregadia,Sim,Sim,Sim,Sim,4,Não,1,3,3,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2023-08-22,04:30,Leste,"-25.426972, -49.237630",Chuva / Noite,Molhada,Sim,Não,Sim,Sim,4,Sim,5,2,1,0,Não,Não realizado,Não,Caminhão,Não,Não
Colisão,2020-12-01,06:45,Oeste,"-25.438641, -49.314112",Chuva / Dia,Molhada,Não,Sim,Não,Sim,3,Não,1,3,3,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2013-10-20,22:30,Norte,"-25.406003, -49.279837",Chuva / Noite,Escorregadia,Não,Sim,Sim,Não,1,Sim,2,2,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2022-09-02,07:45,Norte,"-25.383288, -49.267775",Seco / Dia,Seca,Não,Sim,Não,Não,1,Sim,4,1,0,0,Sim,Negativo,Sim,Bicicleta,Sim,Sim
Queda de moto,2020-02-15,23:30,Sul,"-25.452537, -49.314685",Seco / Noite,Escorregadia,Sim,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2005-12-29,13:15,Sul,"-25.474709, -49.310124",Seco / Dia,Escorregadia,Não,Sim,Sim,Sim,2,Não,1,2,2,0,Não,Não realizado,Não,Ônibus,Sim,Não
Queda de moto,2006-01-30,10:30,Oeste,"-25.431967, -49.326399",Seco / Dia,Seca,Sim,Não,Não,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2020-06-24,08:00,Sul,"-25.478436, -49.314072",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Sim,2,Sim,5,1,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2006-05-11,16:30,Oeste,"-25.411615, -49.327829",Seco / Dia,Molhada,Sim,Sim,Não,Não,1,Sim,5,2,2,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2011-05-27,23:30,Oeste,"-25.430603, -49.305645",Seco / Noite,Escorregadia,Não,Sim,Sim,Sim,4,Sim,5,5,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2021-03-17,08:30,Leste,"-25.436954, -49.244923",Neblina / Dia,Escorregadia,Não,Não,Não,Sim,4,Não,1,2,0,0,Sim,Positivo,Sim,Ônibus,Não,Não
Atropelamento,2025-09-01,20:45,Norte,"-25.381910, -49.258505",Chuva / Noite,Molhada,Sim,Sim,Sim,Não,1,Sim,3,4,2,2,Sim,Positivo,Sim,Moto,Não,Não
Colisão,2008-01-02,02:45,Leste,"-25.423313, -49.228622",Seco / Noite,Molhada,Sim,Sim,Não,Sim,3,Sim,4,1,0,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2008-11-15,06:45,Sul,"-25.453679, -49.286737",Seco / Dia,Escorregadia,Sim,Não,Não,Sim,4,Não,1,2,0,0,Sim,Negativo,Sim,Bicicleta,Sim,Sim
Colisão,2023-09-12,05:15,Centro,"-25.431972, -49.286189",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Queda de moto,2007-02-01,13:15,Leste,"-25.418086, -49.218524",Seco / Dia,Molhada,Não,Não,Não,Não,1,Sim,2,2,2,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Colisão,2009-05-07,18:45,Oeste,"-25.436414, -49.316284",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Sim,3,1,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2010-11-15,20:00,Oeste,"-25.423802, -49.315531",Neblina / Noite,Seca,Não,Não,Não,Sim,4,Não,1,3,3,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2009-09-22,17:15,Sul,"-25.454664, -49.318835",Seco / Dia,Molhada,Sim,Não,Sim,Não,1,Sim,4,2,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Queda de moto,2007-02-06,22:00,Centro,"-25.415481, -49.278734",Neblina / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,1,1,1,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2014-08-09,23:00,Oeste,"-25.417423, -49.301518",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,1,1,1,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2012-08-26,23:45,Leste,"-25.432451, -49.231751",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,5,4,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2010-09-19,23:00,Oeste,"-25.439609, -49.337112",Seco / Noite,Escorregadia,Sim,Não,Não,Sim,2,Não,1,1,1,0,Sim,Negativo,Sim,Moto,Não,Não
Atropelamento,2020-03-01,05:30,Oeste,"-25.421511, -49.327976",Seco / Noite,Seca,Não,Não,Não,Não,1,Sim,3,4,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2012-03-22,05:00,Centro,"-25.422922, -49.280770",Chuva / Noite,Seca,Sim,Não,Não,Sim,4,Sim,4,5,0,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2009-06-03,20:45,Leste,"-25.413455, -49.224889",Seco / Noite,Escorregadia,Não,Sim,Não,Não,1,Sim,5,1,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Queda de moto,2007-11-08,10:15,Norte,"-25.408113, -49.249166",Chuva / Dia,Molhada,Sim,Sim,Sim,Sim,3,Sim,5,3,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2008-11-21,09:15,Sul,"-25.468836, -49.295276",Seco / Dia,Escorregadia,Não,Não,Não,Sim,4,Não,1,1,0,0,Não,Não realizado,Não,Ônibus,Não,Não
Atropelamento,2011-10-27,02:00,Sul,"-25.453258, -49.310964",Seco / Noite,Seca,Não,Não,Sim,Não,1,Não,1,3,2,0,Sim,Negativo,Sim,Ônibus,Não,Sim
Colisão,2009-03-08,01:15,Oeste,"-25.434146, -49.317990",Neblina / Noite,Escorregadia,Não,Sim,Não,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2010-05-08,15:45,Norte,"-25.403552, -49.269097",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,4,Não,1,2,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2005-02-10,09:15,Sul,"-25.461119, -49.312350",Chuva / Dia,Seca,Sim,Não,Sim,Não,1,Sim,4,3,3,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2024-06-28,18:15,Norte,"-25.381282, -49.251698",Seco / Dia,Molhada,Sim,Não,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2022-02-26,00:15,Centro,"-25.427935, -49.265651",Chuva / Noite,Seca,Sim,Sim,Não,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Colisão,2025-10-18,21:45,Leste,"-25.426933, -49.214323",Chuva / Noite,Seca,Sim,Não,Sim,Sim,4,Não,1,1,1,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Queda de moto,2014-03-06,01:30,Norte,"-25.396450, -49.243385",Seco / Noite,Molhada,Sim,Não,Sim,Não,1,Não,1,3,3,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2019-04-01,15:15,Sul,"-25.450710, -49.302760",Chuva / Dia,Seca,Não,Não,Sim,Sim,3,Não,1,1,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Queda de moto,2017-11-07,09:15,Oeste,"-25.436986, -49.300939",Seco / Dia,Escorregadia,Não,Sim,Sim,Sim,3,Sim,3,5,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2022-08-16,09:45,Norte,"-25.405538, -49.247218",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,2,2,0,Sim,Positivo,Não,Bicicleta,Sim,Não
Queda de moto,2015-07-27,04:30,Oeste,"-25.435863, -49.315692",Chuva / Noite,Seca,Não,Não,Sim,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2021-04-28,05:15,Centro,"-25.412612, -49.278427",Seco / Noite,Escorregadia,Não,Não,Sim,Não,1,Sim,3,3,1,0,Não,Não realizado,Sim,Ônibus,Sim,Sim
Atropelamento,2006-12-12,18:30,Leste,"-25.435403, -49.230327",Seco / Dia,Molhada,Não,Não,Sim,Não,1,Sim,3,3,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2013-06-29,23:15,Norte,"-25.383687, -49.242221",Chuva / Noite,Seca,Não,Não,Não,Não,1,Sim,2,1,0,0,Sim,Positivo,Sim,Moto,Não,Não
Colisão,2010-07-28,03:00,Oeste,"-25.429811, -49.302361",Seco / Noite,Molhada,Sim,Sim,Não,Sim,3,Sim,2,2,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2021-04-25,14:15,Oeste,"-25.417677, -49.336348",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,2,1,0,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Colisão,2013-02-01,20:30,Sul,"-25.444157, -49.315414",Seco / Noite,Seca,Sim,Não,Não,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2014-02-17,04:45,Norte,"-25.398214, -49.287099",Seco / Noite,Escorregadia,Sim,Não,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Queda de moto,2014-12-31,14:15,Norte,"-25.385750, -49.279877",Chuva / Dia,Molhada,Não,Não,Não,Não,1,Sim,4,3,3,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2006-03-28,07:00,Sul,"-25.444301, -49.288080",Chuva / Dia,Seca,Não,Sim,Sim,Não,1,Não,1,1,1,0,Sim,Positivo,Sim,Moto,Não,Não
Atropelamento,2005-03-18,23:45,Sul,"-25.452645, -49.301902",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Sim,4,3,2,0,Sim,Positivo,Sim,Carro,Não,Não
Colisão,2013-05-30,03:15,Oeste,"-25.429711, -49.312909",Seco / Noite,Seca,Não,Não,Não,Sim,4,Não,1,4,4,0,Não,Não realizado,Sim,Moto,Sim,Não
Queda de moto,2013-08-09,07:45,Norte,"-25.393012, -49.274551",Chuva / Dia,Molhada,Não,Sim,Não,Sim,4,Não,1,4,2,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2017-06-29,17:15,Norte,"-25.405704, -49.247946",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Sim,3,1,0,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2022-08-22,05:30,Leste,"-25.421645, -49.240898",Seco / Noite,Seca,Não,Não,Sim,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2011-04-11,19:45,Norte,"-25.385721, -49.259419",Seco / Noite,Molhada,Não,Não,Não,Não,1,Sim,2,2,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2005-11-21,15:45,Leste,"-25.423828, -49.202201",Chuva / Dia,Molhada,Sim,Não,Não,Sim,2,Sim,2,2,2,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2009-02-11,20:15,Leste,"-25.427752, -49.225955",Seco / Noite,Molhada,Não,Sim,Não,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Queda de moto,2021-02-02,21:15,Leste,"-25.410798, -49.247435",Seco / Noite,Seca,Não,Sim,Não,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2011-06-30,02:00,Norte,"-25.382478, -49.255332",Chuva / Noite,Seca,Não,Sim,Sim,Não,1,Sim,3,1,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2010-09-04,19:30,Norte,"-25.390369, -49.284078",Seco / Noite,Seca,Sim,Sim,Não,Sim,3,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2008-03-30,13:45,Sul,"-25.478890, -49.299736",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Queda de moto,2013-01-30,15:30,Oeste,"-25.435843, -49.307213",Chuva / Dia,Molhada,Sim,Sim,Sim,Sim,2,Sim,4,3,3,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2010-04-08,13:30,Centro,"-25.431689, -49.268704",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Não,Caminhão,Sim,Não
Colisão,2022-08-24,19:00,Sul,"-25.459556, -49.313664",Seco / Noite,Escorregadia,Não,Não,Não,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2015-04-26,04:45,Leste,"-25.425535, -49.246470",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2022-08-03,07:30,Norte,"-25.407755, -49.279164",Seco / Dia,Seca,Sim,Sim,Não,Não,1,Sim,4,3,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2020-06-12,00:15,Leste,"-25.430733, -49.223238",Seco / Noite,Molhada,Não,Não,Sim,Sim,4,Não,1,1,1,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2013-01-10,04:45,Centro,"-25.418348, -49.276528",Seco / Noite,Seca,Sim,Sim,Sim,Sim,2,Sim,5,2,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Capotamento,2013-05-12,17:15,Oeste,"-25.429174, -49.320994",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Sim,2,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Queda de moto,2012-02-03,16:15,Norte,"-25.388491, -49.276302",Chuva / Dia,Seca,Sim,Sim,Sim,Não,1,Não,1,3,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2018-05-23,21:30,Oeste,"-25.415364, -49.311002",Chuva / Noite,Molhada,Não,Sim,Não,Sim,4,Sim,5,1,0,0,Sim,Negativo,Sim,Moto,Sim,Não
Capotamento,2007-12-03,16:45,Oeste,"-25.410179, -49.323362",Neblina / Dia,Escorregadia,Não,Sim,Sim,Não,1,Sim,2,3,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2013-11-01,14:45,Oeste,"-25.420172, -49.304509",Seco / Dia,Seca,Não,Sim,Sim,Sim,2,Não,1,1,1,0,Sim,Negativo,Sim,Ônibus,Não,Não
Capotamento,2010-03-02,19:00,Norte,"-25.401062, -49.258997",Seco / Noite,Molhada,Não,Sim,Sim,Sim,2,Sim,2,4,1,0,Não,Não realizado,Sim,Carro,Sim,Sim
Colisão,2009-02-20,17:15,Leste,"-25.433208, -49.216599",Chuva / Dia,Seca,Não,Sim,Sim,Sim,2,Não,1,3,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2010-11-12,00:15,Norte,"-25.404254, -49.261281",Seco / Noite,Escorregadia,Sim,Sim,Não,Sim,4,Não,1,5,5,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Atropelamento,2008-12-01,02:00,Leste,"-25.415918, -49.213934",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Capotamento,2007-03-27,09:45,Norte,"-25.381846, -49.278684",Chuva / Dia,Seca,Não,Não,Sim,Sim,3,Não,1,1,0,0,Sim,Positivo,Não,Caminhão,Não,Não
Atropelamento,2021-06-16,18:15,Sul,"-25.477113, -49.296484",Neblina / Dia,Molhada,Sim,Não,Sim,Não,1,Não,1,4,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2013-12-24,17:15,Leste,"-25.437596, -49.219962",Chuva / Dia,Molhada,Sim,Sim,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Capotamento,2009-03-22,18:30,Norte,"-25.380319, -49.256831",Chuva / Dia,Molhada,Não,Sim,Sim,Não,1,Sim,4,2,2,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2021-11-28,18:15,Centro,"-25.428979, -49.282887",Seco / Dia,Escorregadia,Não,Não,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2011-10-15,13:45,Centro,"-25.414842, -49.279718",Chuva / Dia,Seca,Não,Sim,Não,Sim,2,Sim,4,2,2,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Atropelamento,2017-05-17,16:00,Norte,"-25.399478, -49.268502",Seco / Dia,Escorregadia,Sim,Sim,Não,Sim,4,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2010-07-25,17:00,Norte,"-25.388669, -49.280425",Seco / Dia,Molhada,Sim,Sim,Sim,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2023-10-15,12:00,Leste,"-25.438821, -49.231131",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,4,1,0,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Colisão,2006-05-11,17:00,Centro,"-25.432154, -49.285678",Seco / Dia,Molhada,Não,Sim,Sim,Sim,2,Sim,4,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Sim
Colisão,2013-11-22,18:00,Norte,"-25.388813, -49.242500",Seco / Dia,Molhada,Não,Não,Sim,Não,1,Sim,5,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2019-08-20,05:15,Norte,"-25.403873, -49.277239",Seco / Noite,Molhada,Não,Sim,Não,Sim,2,Não,1,1,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2018-01-08,16:15,Oeste,"-25.439863, -49.319583",Chuva / Dia,Seca,Não,Sim,Sim,Sim,4,Não,1,2,1,0,Não,Não realizado,Sim,Carro,Não,Não
Capotamento,2021-01-10,08:45,Norte,"-25.398137, -49.247156",Seco / Dia,Seca,Não,Não,Não,Sim,2,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Capotamento,2010-11-22,07:45,Oeste,"-25.416897, -49.311838",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,3,Sim,3,4,0,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Colisão,2018-06-20,13:30,Sul,"-25.471127, -49.283365",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,4,Não,1,1,1,0,Sim,Positivo,Não,Moto,Não,Não
